poet,title,dynasty,text,polarity,split
韦应物,夜望,唐,南楼夜已寂暗鸟动林间不见城郭事沈沈唯四山,Implicit Negative,train
陆游,题城南堂二首,宋,借问城南老居士新年乐事复何如春寒催唤客尝酒夜静卧听儿读书,Implicit Positive,test
陆游,示小厮二首,宋,晨兴略整案头书十日庭中始扫除未免丁宁惟一事临池莫钓放生鱼,Neutral,train
杨万里,十一月十九日折梅二首,宋,也知春向岁前回不道春前早有梅折得数枝撚归去蜂儿一路趁人来,Neutral,train
苏辙,次韵王君贶尚书会六同年,宋,有美佳宾贤主人布衣曾共脱京尘欢来未觉岁华晚醉后能令秋气春,Positive,test
范成大,采莲三首,宋,溪头风迅怯单衣两桨凌波去似飞折得蘋花双叶子绿鬟撩乱带香归,Implicit Positive,train
白居易,重荅刘和州,唐,分无佳丽敌西施敢有文章替左司随分笙歌聊自乐等闲篇咏被人知,Neutral,test
苏辙,舟中风雪五绝,宋,拥缆埋蓬不见船船窗一点莫灯然幽人永夜歌黄竹頼有丹砂暖寸田,Neutral,train
刘克庄,二月初七日寿溪十绝,宋,仙不离人世何须远觅仙桃花最深处更著小渔船,Neutral,test
范成大,次韵龚养正中秋无月三首,宋,词客幕天清露下老翁卧病破窗中高吟大醉输公等不见嫦娥与我同,Negative,train
杨万里,寒食雨中同舍约游天竺得十六绝句呈陆务观,宋,雨里匆匆怨出郊晴时不出却谁教西湖北畔名园里无数桃花只见梢,Neutral,train
陆游,题庐陵萧彦毓秀才诗卷后二首,宋,诗句雄豪易取名尔来闲澹独萧卿苏州死后风流绝几许工夫学得成,Neutral,train
陆游,初夏十首,宋,稻未分秧麦已秋豚蹄不用祝瓯窭老翁七十犹彊健没膝春泥夜叱牛,Implicit Positive,train
杨万里,暮春即事,宋,花时追赏夜将朝花过痴眠日尽高又与山禽争口腹执竿挟弹守樱桃,Implicit Positive,train
白玉蟾,闲吟,宋,啼鸟千山暮轻风一路清草连江色暝月对夕阳明,Implicit Positive,train
李商隐,有感,唐,中路因循我所长古来才命两相妨劝君莫强安蛇足一盏芳醪不得尝,Implicit Negative,test
方蒙仲,此君室,宋,泛菊秋始佳爱莲夏方娱不如交此君清兴无时无,Implicit Positive,test
白玉蟾,护国寺秋吟,宋,嫩竹容归鹊寒松捧落晖危红和露落空翠扑衣飞,Implicit Positive,train
刘克庄,湖南江西道中十首,宋,派里人人有集开竞师山谷友诚斋只饶白下骑馿叟不敢勾牵入社来,Neutral,train
高启,晚过青溪,明,王谢池台两岸空水禽争哢夕阳中丽华妖血流难尽化作荷花别样红,Implicit Negative,test
李涉,寄峡州韦郎中,唐,年过五十鬓如丝不必前程更问师幸得休耕乐尧化楚山深处最相宜,Implicit Positive,train
文天祥,河间,宋,江南车盖走燕山老子旁观袖手閒见说新诗题甲子桃源元只在人间,Implicit Positive,train
白居易,小桥柳,唐,细水涓涓似泪流日西惆怅小桥头衰杨叶尽空枝在犹被霜风吹不休,Negative,train
陆游,军中杂歌八首,宋,匈奴莫复倚长戈来欵军门早乞和铁骑如山尚可避飞将军来汝奈何,Implicit Positive,train
李纲,崇安令朱邈公达送示武夷图因成绝句,宋,秀气蜿蜒作武夷岩峦窈窕白云飞再游未尽平生兴六幅生绡画得归,Implicit Positive,train
王冕,应教题梅卷六所记当作「制」】,明,猎猎西风吹倒人乾坤无处不生尘胡儿冻死长城下始信江南别有春,Negative,train
张耒,崇化寺三首,宋,白发荆州叹滞淫吴衣重杵洛城砧遣愁莫上高楼望只有秋来昼日阴,Negative,test
曹勋,送曾谹父还朝十首,宋,诗源正嗣江西派句律先空冀北羣从此金门玉堂去好将雅颂启吾君,Implicit Positive,train
杨万里,秋雨叹十解,宋,老子愁来只苦吟一吟一叹为秋霖居人只道秋霖苦不道行人泥更深,Implicit Negative,train
高启,客中忆二女,明,每忆门前两候归客中长夜梦魂飞料应此际犹依母灯下看缝寄我衣,Implicit Negative,train
赵炅,缘识,宋,人竞爱于花花应亦爱人从头堪好笑老尽少年春,Neutral,train
司马光,庆历七年祀南郊礼毕贺赦,宋,雷鼓千通破大幽天开狱钥纵累囚驿书散出先飞鸟一日恩流四百州,Positive,test
陈宓,西桥玩月,宋,一月那知几日明望舒端正对佳晴池台跬步城无禁纵病何能不动情,Implicit Positive,train
许月卿,咸淳,宋,咸淳风乐好淳厚似咸平人意逢春乐天心遇社晴,Positive,train
张元干,病起枕上口占三绝句奉呈公实峤之贤伯仲一笑,宋,素馨茉莉及玫瑰清馥浑同雪里梅六入不分初病起眼前欠此共徘徊,Neutral,train
郑谷,重阳夜旅怀,唐,强插黄花三两枝还图一醉浸愁眉半床斜月醉醒后惆怅多于未醉时,Negative,train
白居易,舟夜赠内,唐,三声猿后垂乡泪一叶舟中载病身莫凭水窗南北望月明月闇总愁人,Negative,train
张孝祥,次江州王知府叔坚韵,宋,连城鼠璞不足唾千金敝帚谁能酬只今机会不容发愿借前箸君当谋,Implicit Positive,test
陈宓,秋日纳凉,宋,艳艳银河冷欲流纤纤新月皎于眸天街已觉清无暑时有飞萤点缀秋,Neutral,train
晁补之,赴广陵道中三首,宋,醉卧符离太守亭别都弦筦记曾称淮山杨柳春千里尚有多情忆小胜,Implicit Positive,train
白居易,题石泉,唐,殷勤傍石绕泉行不说何人知我情渐恐耳聋兼眼闇听泉看石不分明,Neutral,train
湛若水,闻大巡王白厓巡历新会以西尽得人心追□春间饥民之变赖公筹策以定今秋又旱矣人心惶惶怀之小诗奉寄,明,去时饥莩变危机拨乱微公人尽非巡历以西东土怨悲歌云汉望公归,Negative,train
韩维,芙蓉五绝呈景仁,宋,不辞晨起立秋风为爱浓芳露满丛若比洛阳花盛品万枝开遍瑞云红,Implicit Positive,test
王安石,偶书,宋,穰侯老擅关中事长恐诸侯客子来我亦暮年专一壑每逢车马便惊猜,Implicit Negative,train
苏轼,戏作贾梁道诗并引,宋,嵇绍似康为有子郗超叛鉴是无孙如今更恨贾梁道不杀公闾杀子元,Implicit Negative,train
刘克庄,凯歌十首呈贾枢使,宋,翦称名将岂其然汲汲惟求宅与田见说淮兵殊死战相公喝犒是私钱,Implicit Negative,train
杨万里,寄题荆南抚干胡仲方公廨信美楼,宋,古有仲宣今仲方二楼分贮一秋江散愁幸有杯中月莫下南窗下北窗,Neutral,train
朱复之,枫,宋,凤山高兮上有枫青女染叶猩血红莫辞老红嫁西风一夜憔悴成秃翁,Implicit Negative,train
彭日贞,恻恻吟,明,天然花貌雪肌肤淡扫犹嫌脂粉污虢国有恩承载薄芳菲零落感伤无,Negative,train
温庭筠,夏中（一作日）病痁作,唐,山鬼扬威正气愁便辞珍簟袭狐裘西窗一夕悲人事团扇无情不待秋,Negative,train
黄氏女,又赠,宋,自从闻笛苦匆匆魄散魂飞似梦中最恨粉墙高几许蓬莱弱水隔千重,Negative,train
林希逸,喜雨,宋,闽南为雨久嗟吁守令焦劳已月馀儿在蓝溪祈更苦翁缘忧旱又忧渠,Implicit Positive,train
范成大,四时田园杂兴六十首,宋,老盆初熟杜茅柴携向田头祭社来巫媪莫嫌滋味薄旗亭官酒更多灰,Neutral,train
孙元衡,羞草,淸,萱花自惜可忘忧小草如何却解愁为语世人休怪诧风情太甚要含羞,Neutral,train
李之仪,延之置酒南园因书柱上,宋,尊前景气朝朝别醉里歌呼处处新一度拈来一回好主人须信异于人,Implicit Positive,train
文天祥,至扬州,宋,怅怅乾坤靡所之平山风露夜何其翁翁岂有甘心事何故高楼鼓角悲,Negative,train
白玉蟾,感春,宋,晴少春光浅寒多酒力微一声山鹧过数点海棠飞,Implicit Negative,train
陆游,春晚即事四首,宋,渔村樵市过残春八十三年老病身残虏游魂苗渴雨杜门忧国复忧民,Implicit Negative,test
韦庄,女仆阿汪,唐,念尔辛勤岁已深乱离相失又相寻他年待我门如市报尔千金与万金,Neutral,train
陈宓,约潘瓜山刘学录登高,宋,三年八日登高集喜趁衰年尚健身不为黄华浮白酒世间难得是闲人,Positive,train
方回,何仁甫作室日生男,宋,筑室肇闻开吉卜弄璋恰喜共良辰千间广厦连云起一颗明珠入掌新,Positive,train
朱淑真,写怀二首,宋,菊有黄花离槛边怨鸿声重下寒天偏宜小阁幽窗下独自烧香独自眠,Implicit Negative,train
王昌麟,东征纪事（二十四首）,近现代,何人一旅驻琿春愁见金山杀气新不辨髑髅台上骨道旁争掷管宁巾,Neutral,test
高启,题张校理画,明,寒色初凝野秋声忽在林遥山不能见只为晚烟深,Neutral,train
郑谷,赠下第举公,唐,见君失意我惆怅记得当年落第情出去无憀归又闷花南慢打讲钟声,Implicit Negative,train
辛弃疾,即事,宋,百忧常与事俱来莫把胸中荆棘栽但只熙熙闲过日人间无处不春台,Implicit Positive,train
范仲淹,南园,宋,南园万树花极目春芳丽林下老成人相招植松桂,Implicit Positive,train
文天祥,第一百九十五,宋,眼中万少年得志行所为白马蹴微雪追随燕蓟儿,Neutral,train
刘攽,陈州杂咏,宋,历说诸侯七十馀绝粮桑落尚欢娱不容而后知君子方笑南冠驾乘驹,Neutral,train
白玉蟾,凤箫阁翫月,宋,凤箫吹断无人见但有寒光拂太虚仰面笑天天亦笑此心如月月何如,Neutral,train
王元翊,题常理斋先生爱吟草,淸,志士捐躯本至诚慰忠祠建死如生千寻昔岭悲风急尽是喃喃骂贼声,Implicit Negative,train
方回,春晚杂兴十二首,宋,桐花落尽熟朱樱无数珍禽绕树鸣绣羽翠衿政堪玩伊谁轻著弹丸惊,Implicit Positive,test
陆游,病中忽有眉山士人史君见过欣然接之口占绝句,宋,蜀语初闻喜复惊依然如有故乡情绛罗饼餤玻璃酒何日蟆颐伴我行,Implicit Positive,train
黄庭坚,戏答王子予送凌风菊二首,宋,病来孤负鸬鹚杓禅板蒲团入眼中浪说閒居爱重九黄花应笑白头翁,Implicit Positive,train
杨万里,登奉圣寺千佛阁四首,宋,远山细腻近山粗别处求粗也则无更向远山山外看教君病眼一双枯,Neutral,test
宋祁,儒林,宋,穷巷空伤老治经由来命薄是诸生正须尽力排黄老刺彘才能得利兵,Neutral,train
杨允孚,滦京杂咏一百首,元,脱圈窈窕意如何罗绮香风漾绿波信是唐宫行乐处水边三月丽人多,Implicit Positive,train
李建勋,金山,唐,不嗟白发曾游此不叹征帆无了期尽日凭阑谁会我祗悲不见韩垂诗,Implicit Negative,train
刘崇龟,寄桂帅,唐,碧幢仁施合洪钧桂树林前倍得春莫恋此时好风景磻溪不是钓渔人,Neutral,train
苏辙,次韵子瞻山村五绝,宋,山行喜遇酒旗斜无限桃花续杏花与世浮沉真避世将家漂荡似无家,Neutral,train
方回,舟行青溪道中入歙十二首,宋,蕨拳欲动茗抽芽节近清明路近家五日缓行三百里夹溪随处有桃花,Implicit Positive,train
曹勋,送曾谹父还朝十首,宋,丽句清言继风雅手开云汉焕天章珠玑散落佳山水奕世人薰一瓣香,Implicit Positive,train
宋祁,偶记洛下旧游,宋,洛阳三月见梨花遥认清香识钿车今日风光两无頼莫愁应已嫁卢家,Implicit Positive,train
陆游,梅花绝句十首,宋,蜀王小苑旧池台江北江南万树梅只怪朝来歌吹闹园官已报五分开,Neutral,test
方回,记正月二十五日西湖之游十五首,宋,六桥箫鼓日喧天谁料年来渐索然兴废荣枯都不识一家活计一渔船,Implicit Negative,test
王佐,益智子,明,百万闾阎冻馁家只因征敛丧生涯农谈畎亩知何事却向深山责野花,Implicit Negative,train
叶梦得,诗二首,宋,霜风猎猎将寒威林下山僧见亦稀怪得吟诗无俗语十年肝鬲湛寒辉,Neutral,train
白居易,邻女,唐,娉婷十五胜天仙白日姮娥旱地莲何处闲教鹦鹉语碧纱窗下绣床前,Implicit Positive,test
张九成,夏日即事,宋,日长廊迥思悠悠自视真如不系舟欲趁好风河汉去玉楼银阙剩遨游,Implicit Positive,test
杨万里,宿孔镇观雨中蛛丝五首,宋,走得团团织得窠羣飞来往不逃它网罗外面逃多少枉了辛勤设网罗,Neutral,train
李商隐,过景陵,唐,武皇精魄久仙升帐殿凄凉烟雾凝俱是苍生留不得鼎湖何异魏西陵,Neutral,train
郭登,神灵,明,乞福禳灾许几千分明报应不曾偏神灵应是嫌铜臭只问人间要纸钱,Neutral,train
陈宓,延平郡学有小阁予名之曰穹林云壑和叶教韵,宋,雨过岚光偏澒洞月来林影更清深幽禽忽坠铿然韵便是天然绿绮琴,Implicit Positive,train
陆游,村舍七首,宋,气全自可忘忧患心动安能敌死生若论老人真受用已多稗饭与藜羹,Neutral,test
何绛,题湘江秋霁图,明,江皋落叶正悲秋石壁千寻碧涧流几欲问天天未醒楚人工怨亦工愁,Negative,train
刘克庄,送侍读常尚书绝句六首,宋,瑶编日益百千人琛税年亏钜万缗公对玉阶方寸地细为天子说州贫,Neutral,train
司马光,和秉国芙蓉五章,宋,北方稀见诚奇物笔界轻丝指捻红楚蜀可怜人不赏墙根屋角数无穷,Neutral,test
郑文康,贫儿,明,哀哀枕上泪成氷哭入长更不忍聴子母同眠犹较可阿婆独宿更零丁,Negative,train
苏轼,成伯席上赠所出妓川人杨姐,宋,坐来真个好相宜深注唇儿浅画眉须信杨家佳丽种洛川自有浴妃池,Implicit Positive,test
陆游,予以淳熙戊戌岁自蜀归时年五十四今三十有二年矣犹复强健得小诗自贺,宋,入玉门关到酒泉昔人想望若登天岂知万里西征客归卧家山三十年,Implicit Negative,test
陆游,文章,宋,文章在眼每森然力弱才疏挽不前前辈不生吾辈老恐留遗恨又千年,Implicit Negative,train
宋祁,春帖子词皇帝阁十二首,宋,宜春苑里报春回宝胜缯花百种催瑞羽关关迁木早神鱼泼泼上冰来,Implicit Positive,train
赵进美,石门,淸,石门寒色夜冥冥远起渔歌越客听短棹天涯自惆怅乱鸦啼过女阳亭,Negative,train
慕容彦逢,次韵上酬四十伯父,宋,南郭先生物外人锵金佳制喜重闻写成图轴閒来展要似徽之爱此君,Positive,train
杨万里,薄晚绝句二首,宋,暂出嫌喧可得除漫游久废未全无路逢盐裹知城近店有鸡声觉日晡,Implicit Negative,train
苏辙,题韩驹秀才诗卷,宋,唐朝文士例能诗李杜高深得到希我读君诗笑无语恍然重见储光羲,Implicit Positive,train
范成大,题城山挂月堂壁,宋,百叠烟鬟得眼明坐来心迹喜双清秋阳满地西风起犹有啼莺四五声,Implicit Positive,train
陆游,醉中作四首,宋,画角三终夜未阑醉凭飞阁喜天宽月明满地江风急吹落幽人紫绮冠,Implicit Negative,train
赵佶,宫词,宋,椶榈秀竹间行均浑似江乡景趣新低桧小松参怪石清嘉尤胜杏花春,Positive,train
王安石,咏菊二首,宋,院落秋深数菊丛缘花错莫两三蜂蜜房岁晚能多少酒盏重阳自不供,Implicit Positive,train
白居易,涂山寺独游,唐,野径行无伴僧房宿有期涂山来去熟唯是马蹄知,Neutral,train
陈宓,南园,宋,水气胜风凉星辉当月光渔舟在何处欸乃一声长,Implicit Positive,train
杨万里,蜡烛,宋,未夜身先卧不春花已开泣残双泪雨愁得寸心灰,Implicit Negative,train
白居易,途中寒食,唐,路傍寒食行人尽独占春愁在路旁马上垂鞭愁不语风吹百草野田香,Negative,train
文天祥,出真州,宋,荒郊下马问何之死活元来任便宜不是白兵生眼孔一团冤血有谁知,Negative,train
王安石,金陵即事三首,宋,水际柴门一半开小桥分路入青苔背人照影无穷柳隔屋吹香并是梅,Implicit Positive,test
范成大,岩桂三首,宋,越城芳径手亲栽红浅黄深次第开不用小山招隠赋身如强健日千回,Implicit Positive,train
晁说之,再至直罗,宋,百叠荒山人迹绝饥肠寒色自徘徊多情只有谢康乐美酒乐歌宁再来,Neutral,train
杨万里,过陂子径五十馀里乔木蔽天遣闷柒绝句,宋,涧泉劝我出山迟曲曲遮留步步随泉自多情侬自闷今宵会有出山时,Neutral,test
白玉蟾,枯松,宋,霜鳞雪爪一枯松恍似湖心见白龙想得吕仙曾点化拏云攫雾欲腾空,Neutral,train
高启,送陈秀才还沙上省墓,元,满衣血泪与尘埃乱后还乡亦可哀风雨梨花寒食过几家坟上子孙来,Negative,train
何景明,诸将入朝歌十二首,明,杲杲扶桑朝日升东瞻碣石海波澄正德七年诛叛贼大明八叶睹中兴,Implicit Positive,train
吴锡畴,山中杂言,宋,谬有生涯类蠹鱼萧然四壁一床书儿曹未信儒冠误犹事青灯废耒锄,Implicit Negative,train
刘长卿,游南园偶见在阴墙下葵因以成咏,唐,此地常无日青青独在阴太阳偏不及非是未倾心,Neutral,train
文天祥,杜大卿浒第一百三十二,宋,昔没贼中时中夜间道归辛苦救衰朽微尔人尽非,Negative,train
高元之,长汀即事,宋,杨花剩得晴方好榆荚其如世上贫花向喜中看更好分明春色解欺人,Implicit Positive,train
陆游,醉归二首,宋,夜分饮散酒家垆归路迢迢月满湖小竖窃言翁未醉入门犹记露菖蒲,Neutral,train
杨万里,寒食相将诸子游翟园得十诗,宋,驱使花枝苦未休平章诗句政冥搜无端一窦西窗日不遣吾人略小留,Implicit Negative,test
白居易,赠郑尹,唐,府池东北旧亭台久别长思醉一回但请主人空埽地自携杯酒管弦来,Neutral,train
刘克庄,景定初元即事十首,宋,饮狂插红杏醉倒藉苍苔董子窥园出庞公上冢回,Neutral,train
李白,与谢良辅游泾川陵岩寺,唐,乘君素舸泛泾西宛似云门对若溪且从康乐寻山水何必东游入会稽,Implicit Positive,train
李白,乌牙寺,唐,夜宿乌牙寺举手扪星辰不敢高声语恐惊天上人,Neutral,train
湛若水,读何东莞怀云宜民政颂而吾增邑尹盛剑崖行所无事民无能名同归于循良诗兼赠之,明,莞政宜民有颂声增江无事民能名两贤共有循良绩他日观风一例评,Implicit Positive,train
朱淑真,吊林和靖二者,宋,短篷载影夜归时月白风清易得诗不识酌泉拈菊意一庭寒翠蔼空祠,Implicit Negative,train
刘克庄,霜菊,宋,霜菊尤宜晚才开一两葩不随蒲柳变索性待梅花,Implicit Positive,test
孙承恩,使交舟中杂诗,明,逆流如跛鳖顺流若飘蓬人心若无厌犹自数呼风,Neutral,train
陆游,书怀绝句五首,宋,早佩黄庭两卷经不应灵府杂膻腥凭君为买金鸦觜归去秋山斸茯苓,Neutral,train
李商隐,日日,唐,日日春光斗日光山城斜路杏花香几时心绪浑无事得及游丝百尺长,Neutral,train
陈独秀,金粉泪五十六首,近现代,健儿委弃在疆场万姓流离半死伤未战先逃恬不耻回銮盛典大铺张,Implicit Negative,train
宁献王,宫词一百七首（录七十首）,明,暖日烘晴淑气嘉春风先发上林花莺朋燕友时相得似识东城帝子家,Implicit Positive,train
白玉蟾,寄王察院,宋,不读儒书读道书故人听我自江湖君今一武登台省我亦三清直殿庐,Implicit Positive,train
邹浩,戏王寛之,宋,晚来闻说醉黄封弦管欣欣急雨中应笑西邻少风味一炉沉水对梧桐,Neutral,test
杨万里,清明雨寒八首,宋,脱却单衣著裌衣禁烟无有不寒时一年好处君知么寒食千门插柳枝,Implicit Positive,train
晏殊,雪中,宋,平台千里渴商霖内史忧民望最深衣上六花非所好亩间盈尺是吾心,Implicit Negative,train
韦应物,话旧,唐,存亡三十载事过悉成空不惜沾衣泪并话一宵中,Implicit Negative,train
释云岫,寄常乐岊山和尚,宋,不乐不居居便乐乐其乐也意如何祖翁田地封疆阔一目秋风占得多,Implicit Positive,train
金天羽,春秋宫词,近现代,分藩鲁宋并山河生女天传吉语多喜得君侯亲却扇笑携仙掌认兜罗,Positive,train
刘禹锡,奉和裴令公夜宴,唐,天下苍生望不休东山虽有但时游从来海上仙桃树肯逐人间风露秋,Implicit Positive,train
吴可,田家女,宋,两两垂髫窈窕娘含羞无语莳青秧翻思贵室千金女笑倚红楼抹晓妆,Neutral,test
刘禹锡,逢王十二学士入翰林因以诗赠,唐,厩马翩翩禁外逢星槎上汉杳难从定知欲报淮南诏促召王褒入九重,Positive,train
司马光,武成致斋奉酬吴冲卿寺丞太学宿直见寄二首,宋,雪后馀冰尚缀檐月华霜气入疏帘难堪琼玉惊心骨坐觉清寒几倍添,Implicit Negative,test
刘克庄,古宫词十首,宋,繐帐浑如旧何曾奏伎来君王不终惠留妾在空台,Implicit Negative,test
许传霈,悼亡百绝句,淸,惊醒幻境费疑猜罗帐低垂寂不开又恐常常枯老泪期卿五夜一归来,Negative,train
宋祁,早秋二绝,宋,离骚何苦怨鶗鴂鶗鴂本因摇落鸣寒蝉惊鹤亦无谓要是愁人闻自惊,Implicit Negative,train
陶宗仪,月九日,明,谷日宜晴翻作雨明朝西北大风狂圣人在御民安乐未必天心降不祥,Neutral,train
韦应物,县内闲居赠温公,唐,满郭春风岚已昏鸦栖散吏掩重门虽居世网常清净夜对高僧无一言,Implicit Positive,train
刘克庄,蹙操,宋,老贼所忧惟备权岂知中愤气同然诸贤莫道江东小蹙操惟消两少年,Implicit Negative,train
白居易,柳絮,唐,三月尽是头白日与春老别更依依凭莺为向杨花道绊惹春风莫放归,Implicit Negative,test
白居易,重戏赠,唐,集贤池馆从他盛履道林亭勿自轻往往归来嫌窄小年年为主莫无情,Neutral,train
陆游,观音院读壁间蘓在廷少卿两小诗次韵二首,宋,扬鞭暮出锦官城小院无僧有月明不信道人心似鐡隔城犹送捣衣声,Implicit Negative,train
元好问,济南杂诗五首,元,石刻烧残讌集辞雄楼杰观想当时只应画戟清香地多欠韦郎五字诗,Neutral,train
黄庭坚,见二十弟倡和花字漫兴五首,宋,落絮游丝三月候风吹雨洗一城花未知东郭清明酒何似西窗谷雨茶,Implicit Positive,test
释惟一,题群牧图,宋,雨过桃林草正肥休征牧放恰相宜擎头戴角群然乐喜见太平无事时,Positive,train
项安世,武学蔡博士挽诗,宋,人怜蔡庆远庆远自悠哉虽欠寿将位非无时与才,Implicit Negative,test
郑思肖,题萧梅初旧所藏钱塘王畿图二首,宋,阴山腥马蹂京尘锁杀宫花不识春哭问钱塘江上月如今谁是去邠人,Negative,test
杨万里,西湖晚归,宋,际晚游人也合归画船犹自弄斜晖西湖两岸千株柳絮不因风暖自飞,Implicit Positive,train
刘崧,题竹禽墨戏,明,南山无树起春风寂寞林栖户牖空枯竹横枝荆棘底天寒愁杀白头翁,Negative,train
许浑,宿咸（一作威）宜观,唐,羽袖飘飘杳夜风翠幢归殿玉坛空步虚声尽天未晓露压桃花月满宫,Implicit Positive,train
张耒,梅花二首,宋,天质自清非为瘦仙姿正白不施红未开如怨开如笑枉乞幽香与北风,Implicit Negative,train
苏辙,秋祀高禖二绝,宋,荡荡巍巍尧舜前一丘惟见柏森然后来秦汉何堪数跋扈飞扬得几年,Implicit Negative,test
苏轼,席上代人赠别三首,宋,悽音怨乱不成歌纵使重来奈老何泪眼无穷似梅雨一番匀了一番多,Negative,train
吾丘衍,白描倦绣图,元,烟茸雾态玉芙蓉啼鸟无声小院空谁信伤心蝴蝶夣却因秋色怨东风,Implicit Negative,train
苏泂,金陵杂兴二百首,宋,北门缭绕出东门一处亭台酒一巡景物欣欣乐知己柳容花貌越精神,Implicit Positive,train
司空图,率题,唐,宦路前衔闲不记醉乡佳境兴方浓一林高竹长遮日四壁寒山更闰冬,Implicit Positive,train
王冕,素梅五十八首,明,十月中原风景别寒冰如地雪漫天相逢尽说江南好处处梅花压酒船,Implicit Positive,train
杨万里,暮春小雨,宋,宿酒微醒尚小醺似痴如病不多欣深深池沼轻轻雨独倚栏干看水纹,Implicit Negative,train
陆游,次韵李季章参政哭其夫人七首,宋,佛供斋僧冀万分幽明路绝竟难论若为可慰重泉念触事平心无怨恩,Implicit Negative,train
韦庄,闻春鸟,唐,云晴春鸟满江村还似长安旧日闻红杏花前应笑我我今憔悴亦羞君,Implicit Negative,train
李之仪,次韵湖阴韦深道五小诗,宋,书去书来又一年祇应提处是虚鞭相逢会得笔头语莫惜频寻酒里天,Implicit Positive,train
张孝祥,赠万上座,宋,过了铁围山复生金莲台与问万上座一笑愁容开,Implicit Positive,train
高启,过北塘道中四首,明,春水满田如一湖入田放艇看鹅雏女郎祠下野花杂老子门前沙树孤,Implicit Negative,train
白玉蟾,晓巡北圃七绝,宋,游人脚踏杏花泥花片吹风点绮衣为复残春催杜宇是他杜宇唤春归,Neutral,test
贺铸,题诗卷后,宋,诗岂穷人穷者工斯言闻诸六一翁端惭少作老更拙不废汝诗吾固穷,Implicit Negative,train
白玉蟾,行春辞,宋,政是风娇日騃天蔷薇粉褪海棠蔫贵人那得看花福多在绿窗犹醉眠,Implicit Negative,train
寇准,柳,宋,丝翠最宜经宿雨絮飞争忍逐香尘帘垂独院无人处一树风摇日午春,Neutral,train
杜牧,有寄,唐,云阔烟深树江澄水浴秋美人何处在明月万山头,Implicit Negative,train
张九成,南安宝戒院作,宋,苦无人事扰闲居赢得终年学著书今日欣然出门去秋风吹意满芙蕖,Positive,train
杨万里,宿孔镇观雨中蛛丝五首,宋,雨罢蜘蛛却出檐网丝小减再新添莫言辛苦无功业便有飞虫密处粘,Neutral,train
许浑,寄桐江隐者,唐,潮去潮来洲渚春山花如绣草如茵严陵台下桐江水解钓鲈鱼能几人,Neutral,train
韩淲,和周次公韵,宋,老于流俗尚何颜欢喜新凉得此閒政自可人诗更好每逢觞酌不知还,Positive,test
范成大,朋元不赴湖上观雪之集明日余召试玉堂见寄二绝次其韵,宋,雪溪清兴未渠阑晚上西楼带月看公子自贪低唱酒肯来同对玉峰寒,Neutral,train
释函昰,不忧死四首,明,吾病不忧死本愿终不移修供从今始龙天鉴在兹,Neutral,train
赵戣,咏史二十二首,宋,未必黄明在终令丑口亡难教疎网漏不直败毡藏,Neutral,train
刘过,湖上,宋,五行撩我到钱塘花底题诗句亦香莫惜高吟三十韵敢烦诗伯为平章,Implicit Positive,train
苏轼,伯父《送先人下第归蜀》诗云：「人稀野店休安枕路入灵关稳跨驴」安节将去为诵此句因以为韵作小诗十四首送之,宋,瘦骨寒将断衰髯摘更稀未甘为死别犹恐得生归,Negative,test
毛泽东,七绝·为女民兵题照,近现代,飒爽英姿五尺枪曙光初照演兵场中华儿女多奇志不爱红装爱武装,Positive,train
杨万里,德寿宫庆寿口号,宋,甲戌王春试集英小臣曾是老门生苍颜华发鹓行里也听钧天九奏声,Positive,train
杨万里,大丞相益国周公访予于碧瑶洞天刘敏叔写以为图求予书其后,宋,平叔曾过魏秀才何如老子致元台苍松翠竹青苔径也不传呼宰相来,Implicit Negative,train
许浑,过湘妃庙,唐,古木苍山掩翠娥月明南浦起微波九疑望断几千载斑竹泪痕今更多,Implicit Negative,train
黄庭坚,急雪寄王立之问梅花,宋,红梅雪里与蓑衣莫遣寒侵鹤膝枝老子此中殊不浅尚堪何逊作同时,Neutral,test
释敬安,谒裴公墓,淸,裴公冢对南轩墓只隔秋云一片山松径岩扉俱寂寂几回萝月怅空还,Implicit Negative,test
杜牧,汴人舟行荅张祜,唐,千万长河共使船听君诗句倍怆然春风野岸名花发一道帆樯画柳烟,Implicit Negative,test
刘禹锡,秋扇词,唐,莫道恩情无重来人间荣谢递相催当时初入君怀袖岂念寒炉有死灰,Implicit Negative,train
吕本中,即事四绝,宋,经旬却怕酒杯深野寺虽闲病至今莫谓闲居厌医药未妨随證检千金,Implicit Negative,train
张耒,晨起二首,宋,楚乡秋早倦炎蒸长恨梧桐不可凭爽气忽随风雨至晓堂无寐独神惊,Implicit Negative,train
杨万里,春望二首,宋,春光放尽百花房开到林檎与海棠青却子城千树柳高枝犹有一梢黄,Positive,train
姜夔,有送,宋,怜君归橐路迢迢到得茅斋转寂寥应叹药栏经雨烂土肥抽尽缩砂苗,Implicit Negative,train
陆游,霜夜三首,宋,澹月窥窗似有情更堪梅影向人横放翁不受天魔恼独拥青毡睡到明,Implicit Positive,train
李商隐,定子,唐,檀槽一抹广陵春定子初开睡脸新却笑吃虚隋炀帝破家亡国为何人,Neutral,train
