title,poet,dynasty,full_text,true_5class,true_5desc,true_3class,pred_3class,correct,is_implicit
闻春鸟,韦庄,唐,云晴春鸟满江村还似长安旧日闻红杏花前应笑我我今憔悴亦羞君,2,implicit negative（隐性负面）,negative,positive,False,True
次韵湖阴韦深道五小诗,李之仪,宋,书去书来又一年祇应提处是虚鞭相逢会得笔头语莫惜频寻酒里天,4,implicit positive（隐性正面）,positive,positive,True,True
赠万上座,张孝祥,宋,过了铁围山复生金莲台与问万上座一笑愁容开,4,implicit positive（隐性正面）,positive,neutral,False,True
过北塘道中四首,高启,明,春水满田如一湖入田放艇看鹅雏女郎祠下野花杂老子门前沙树孤,2,implicit negative（隐性负面）,negative,neutral,False,True
晓巡北圃七绝,白玉蟾,宋,游人脚踏杏花泥花片吹风点绮衣为复残春催杜宇是他杜宇唤春归,3,neutral（中性）,neutral,positive,False,False
题诗卷后,贺铸,宋,诗岂穷人穷者工斯言闻诸六一翁端惭少作老更拙不废汝诗吾固穷,2,implicit negative（隐性负面）,negative,neutral,False,True
行春辞,白玉蟾,宋,政是风娇日騃天蔷薇粉褪海棠蔫贵人那得看花福多在绿窗犹醉眠,2,implicit negative（隐性负面）,negative,positive,False,True
柳,寇准,宋,丝翠最宜经宿雨絮飞争忍逐香尘帘垂独院无人处一树风摇日午春,3,neutral（中性）,neutral,positive,False,False
有寄,杜牧,唐,云阔烟深树江澄水浴秋美人何处在明月万山头,2,implicit negative（隐性负面）,negative,positive,False,True
南安宝戒院作,张九成,宋,苦无人事扰闲居赢得终年学著书今日欣然出门去秋风吹意满芙蕖,5,positive（显性正面）,positive,positive,True,False
宿孔镇观雨中蛛丝五首,杨万里,宋,雨罢蜘蛛却出檐网丝小减再新添莫言辛苦无功业便有飞虫密处粘,3,neutral（中性）,neutral,positive,False,False
寄桐江隐者,许浑,唐,潮去潮来洲渚春山花如绣草如茵严陵台下桐江水解钓鲈鱼能几人,3,neutral（中性）,neutral,neutral,True,False
和周次公韵,韩淲,宋,老于流俗尚何颜欢喜新凉得此閒政自可人诗更好每逢觞酌不知还,5,positive（显性正面）,positive,positive,True,False
朋元不赴湖上观雪之集明日余召试玉堂见寄二绝次其韵,范成大,宋,雪溪清兴未渠阑晚上西楼带月看公子自贪低唱酒肯来同对玉峰寒,3,neutral（中性）,neutral,positive,False,False
不忧死四首,释函昰,明,吾病不忧死本愿终不移修供从今始龙天鉴在兹,3,neutral（中性）,neutral,positive,False,False
咏史二十二首,赵戣,宋,未必黄明在终令丑口亡难教疎网漏不直败毡藏,3,neutral（中性）,neutral,neutral,True,False
湖上,刘过,宋,五行撩我到钱塘花底题诗句亦香莫惜高吟三十韵敢烦诗伯为平章,4,implicit positive（隐性正面）,positive,positive,True,True
伯父《送先人下第归蜀》诗云：「人稀野店休安枕路入灵关稳跨驴」安节将去为诵此句因以为韵作小诗十四首送之,苏轼,宋,瘦骨寒将断衰髯摘更稀未甘为死别犹恐得生归,1,negative（显性负面）,negative,negative,True,False
七绝·为女民兵题照,毛泽东,近现代,飒爽英姿五尺枪曙光初照演兵场中华儿女多奇志不爱红装爱武装,5,positive（显性正面）,positive,positive,True,False
德寿宫庆寿口号,杨万里,宋,甲戌王春试集英小臣曾是老门生苍颜华发鹓行里也听钧天九奏声,5,positive（显性正面）,positive,positive,True,False
大丞相益国周公访予于碧瑶洞天刘敏叔写以为图求予书其后,杨万里,宋,平叔曾过魏秀才何如老子致元台苍松翠竹青苔径也不传呼宰相来,2,implicit negative（隐性负面）,negative,positive,False,True
过湘妃庙,许浑,唐,古木苍山掩翠娥月明南浦起微波九疑望断几千载斑竹泪痕今更多,2,implicit negative（隐性负面）,negative,neutral,False,True
急雪寄王立之问梅花,黄庭坚,宋,红梅雪里与蓑衣莫遣寒侵鹤膝枝老子此中殊不浅尚堪何逊作同时,3,neutral（中性）,neutral,neutral,True,False
谒裴公墓,释敬安,淸,裴公冢对南轩墓只隔秋云一片山松径岩扉俱寂寂几回萝月怅空还,2,implicit negative（隐性负面）,negative,positive,False,True
汴人舟行荅张祜,杜牧,唐,千万长河共使船听君诗句倍怆然春风野岸名花发一道帆樯画柳烟,2,implicit negative（隐性负面）,negative,positive,False,True
秋扇词,刘禹锡,唐,莫道恩情无重来人间荣谢递相催当时初入君怀袖岂念寒炉有死灰,2,implicit negative（隐性负面）,negative,neutral,False,True
即事四绝,吕本中,宋,经旬却怕酒杯深野寺虽闲病至今莫谓闲居厌医药未妨随證检千金,2,implicit negative（隐性负面）,negative,neutral,False,True
晨起二首,张耒,宋,楚乡秋早倦炎蒸长恨梧桐不可凭爽气忽随风雨至晓堂无寐独神惊,2,implicit negative（隐性负面）,negative,negative,True,True
春望二首,杨万里,宋,春光放尽百花房开到林檎与海棠青却子城千树柳高枝犹有一梢黄,5,positive（显性正面）,positive,positive,True,False
有送,姜夔,宋,怜君归橐路迢迢到得茅斋转寂寥应叹药栏经雨烂土肥抽尽缩砂苗,2,implicit negative（隐性负面）,negative,neutral,False,True
霜夜三首,陆游,宋,澹月窥窗似有情更堪梅影向人横放翁不受天魔恼独拥青毡睡到明,4,implicit positive（隐性正面）,positive,positive,True,True
定子,李商隐,唐,檀槽一抹广陵春定子初开睡脸新却笑吃虚隋炀帝破家亡国为何人,3,neutral（中性）,neutral,neutral,True,False
上郡南三十里有相思亭在太山之麓二水所交平皋之上往来者徒习其名莫详其义庆历甲申歳余适延安过于其下于时夏虏梗边征戍未息窃感东山采薇之义叙其情而愍其劳因作五诗庶几不违周公之指且以释亭之名尔,司马光,宋,柳似妖饶舞花如烂漫妆那堪陇头水呜咽断人肠,2,implicit negative（隐性负面）,negative,neutral,False,True
杂记十首,刘克庄,宋,绿野池新凿平泉墅又开乃知造凉殿谏者不能回,2,implicit negative（隐性负面）,negative,neutral,False,True
丙午人日立春屈指癸卯孟夏晦得疾恰千日矣戏书,范成大,宋,百年能有几春光只合都将付醉乡衰病豁除千日外尚馀三万五千场,2,implicit negative（隐性负面）,negative,positive,False,True
土牛,郭登,明,刻木团泥作祸胎驱牵不动蠢形骸须臾齑粉渠休恨教汝偷寒送暖来,2,implicit negative（隐性负面）,negative,negative,True,True
梅花五首,刘克庄,宋,夜来几阵隔窗风便恐明朝已扫空点在青苔真可惜不如吹入酒杯中,4,implicit positive（隐性正面）,positive,neutral,False,True
寄表侄唐濂伯必周,王佐,明,别后令人鄙吝萌每临风月即伤情枕戈待旦君知否不为功名为祖生,2,implicit negative（隐性负面）,negative,positive,False,True
圆通院白衣阁,秦观,宋,无边剎境一毫端同住澄清觉海间还似此花并此叶坏空成住未曾闲,4,implicit positive（隐性正面）,positive,positive,True,True
见杨弘贞诗赋因题绝句以自谕,白居易,唐,赋句诗章妙入神未年三十即无身常嗟薄命形憔悴若比弘贞是幸人,4,implicit positive（隐性正面）,positive,neutral,False,True
玉楼春,欧阳修,宋,尊前拟把归期说欲语春容先惨咽人生自是有情痴此恨不关风与月,2,implicit negative（隐性负面）,negative,neutral,False,True
依韵和通判太博雪后招饮二首,梅尧臣,宋,雪晴何所乐乐趣在杯中况复君家美雕盘脍缕红,5,positive（显性正面）,positive,positive,True,False
游古仙岩,刘过,宋,白蘋风里步清秋来作灵岩古洞游笑倚飞云访仙迹夕阳无语伴人愁,3,neutral（中性）,neutral,positive,False,False
赠范君用笔工五首,方回,宋,汉庭上方斩马剑子制毛锥端似之未办朱云请此物笔诛市挞佞臣谁,3,neutral（中性）,neutral,neutral,True,False
和严恽秀才落花,杜牧,唐,共惜流年留不得且环流水醉流杯无情红艳年年盛不恨凋零却恨开,2,implicit negative（隐性负面）,negative,positive,False,True
题淮安王氏小楼,萨都剌,元,江水粼粼鸭绿新江头日日送行人南来北去年年事岸草汀花自在春,4,implicit positive（隐性正面）,positive,positive,True,True
和苏适春雪八首,张耒,宋,溪上泛舟成底事庵前夜立意如何争知万顷青青麦绝胜黄河一尺波,4,implicit positive（隐性正面）,positive,neutral,False,True
和州绝句,杜牧,唐,江湖醉渡十年春牛渚山边六问津历阳前事知何实高位纷纷见陷人,2,implicit negative（隐性负面）,negative,neutral,False,True
新栽梅,白居易,唐,池边新种七株梅欲到花时点检来莫怕长洲桃李妒今年好为使君开,4,implicit positive（隐性正面）,positive,positive,True,True
唐昌（一作兴唐）观看花,张籍,唐,新红旧紫不相宜看觉从前两月迟更向同来诗客道明年到此莫过时,2,implicit negative（隐性负面）,negative,positive,False,True
再和杨公济梅花十绝,苏轼,宋,湖面初惊片片飞樽前吹折最繁枝何人会得春风意怕见梅黄雨细时,3,neutral（中性）,neutral,positive,False,False
葺舍,陆游,宋,蚁知将雨先移穴燕护新雏迭守巢补漏支倾吾可笑呼奴乘屋更添茅,4,implicit positive（隐性正面）,positive,negative,False,True
蕲水道中二首,张耒,宋,蚕老麦枯田舍忙谁令四月雨浪浪未容乌鸟私遗粒鸣蚓跳蛙欲满场,3,neutral（中性）,neutral,negative,False,False
约游春不去二首,朱淑真,宋,少年意思懒能酬爱好心情一向休若到旧家游冶处只应满眼是春愁,2,implicit negative（隐性负面）,negative,positive,False,True
榕溪阁,刘克庄,宋,榕声竹影一溪风迁客曾来系短篷我与竹君俱晚出两榕犹及识涪翁,4,implicit positive（隐性正面）,positive,neutral,False,True
幽事绝句六首,陆游,宋,新传服气诀旧喜步虚吟儿女不难弃云山何处深,4,implicit positive（隐性正面）,positive,positive,True,True
闲游二首,陆游,宋,好事湖边卖酒家杖头钱尽惯曾赊垆边烂醉眠经日开过红薇一架花,4,implicit positive（隐性正面）,positive,positive,True,True
赠吴氏兄弟三首,陈师道,宋,一长未可众人师万里元随八马蹄不解征西说子弟却怜野鹜厌家鸡,3,neutral（中性）,neutral,neutral,True,False
山居苦寒,苏过,宋,自扫空山勃落柴夜深犹复拨残灰更招野叟谈伧语旋劚蔓菁手自煨,2,implicit negative（隐性负面）,negative,neutral,False,True
愧谢诗,河湄鬼,唐,我本邯郸士祇役死河湄不得家人哭劳君行路悲,1,negative（显性负面）,negative,negative,True,False
为师席李上舍去智寿四首,卫泾,宋,美景良辰幸与同瓣香聊以祝南丰它年妙斡洪钧手尽纳羣生寿域中,5,positive（显性正面）,positive,positive,True,False
喜雨口号九首呈潘侯,刘克庄,宋,虽拥朱幡只泽臞孕鱼丹荔免苞苴未应旱魃无分别更把秋阳懊恼渠,4,implicit positive（隐性正面）,positive,negative,False,True
远峰,杨万里,宋,孤巘秀何似碧莲含未开谁将脩月斧斸取一尖来,3,neutral（中性）,neutral,positive,False,False
书仲谟先人功德院,程师孟,宋,高门馀庆本光山不幸流离五代间今日太平家可乐郎君富贵锦衣还,5,positive（显性正面）,positive,positive,True,False
莲,寇准,宋,数柄疏荷出小池幽香深谢好风吹晓来秋气凝清露似学湘妃怨九嶷,4,implicit positive（隐性正面）,positive,positive,True,True
哭稚女雁,屈大均,明,我怜堂上有慈姑老凤啾啾喜弄雏得此左思娇女子堪令白发日欢娱,5,positive（显性正面）,positive,positive,True,False
雷万春墓,范成大,宋,九陨元身不陨名言言千载气如生欲知忠信行蛮貊过墓胡儿下马行,5,positive（显性正面）,positive,positive,True,False
夜吟二首,陆游,宋,六十馀年妄学诗工夫深处独心知夜来一笑寒灯下始是金丹换骨时,4,implicit positive（隐性正面）,positive,negative,False,True
秋吟,黄庚,宋,沦落天涯已白头西风吹帽冷飕飕悲秋未了悲身世一样情怀两样愁,1,negative（显性负面）,negative,negative,True,False
桃叶渡作,屈大均,明,桃叶三春好桃花复似霞君心爱桃叶不肯爱桃花,4,implicit positive（隐性正面）,positive,positive,True,True
韩信,朱淑真,宋,男儿忍辱志长存出胯曾无怨一言漂母人亡石空在不知还肯念王孙,2,implicit negative（隐性负面）,negative,positive,False,True
火后借居君子亭书事四绝呈粹翁,陈与义,宋,斫竹和梢编作篱微风如在竹林时无人来访庞居士晚日疏阴光陆离,4,implicit positive（隐性正面）,positive,neutral,False,True
和张器先十绝,杨万里,宋,旧闻我里子张子七字端能出六奇穷巷有门无剥啄怪来佳客肯差池,2,implicit negative（隐性负面）,negative,neutral,False,True
春晚出游六首,陆游,宋,柳暗人家水满陂放翁随处曳筇枝村深麦秀蚕眠后日暖鸠鸣鹊乳时,4,implicit positive（隐性正面）,positive,positive,True,True
上巳三首,杨万里,宋,雨冷风酸数日强老怀不可更禁当春寒幸自归将去唤取重来是海棠,4,implicit positive（隐性正面）,positive,neutral,False,True
戏赠崔千牛,刘禹锡,唐,学道深山许老人留名万代不关身劝君多买长安酒南陌东城占取春,3,neutral（中性）,neutral,positive,False,False
九日即事,方回,宋,閒居九日意何穷落木长江感旧同佳句致多惟杜老良辰专美只陶翁,4,implicit positive（隐性正面）,positive,positive,True,True
登庐山五老峰,李白,唐,庐山东南五老峰青天削出金芙蓉九江秀色可揽结吾将此地巢云松,5,positive（显性正面）,positive,positive,True,False
次韵及禅师怀王水曹,高启,明,千峰一寺远云满跏趺处无客伴孤禅悬灯照深树,2,implicit negative（隐性负面）,negative,neutral,False,True
和秉国芙蓉五章,司马光,宋,清晓霜华漫自浓独凭爱日养残红劝君秉烛须勤赏阊阖难禁一夜风,3,neutral（中性）,neutral,positive,False,False
寓栖云四首,萨都剌,元,潇潇风雨客心孤且尽尊前酒一壶夜半酒醒愁又到一声白雁下平湖,2,implicit negative（隐性负面）,negative,positive,False,True
除夕和唐人张继张祐即事四绝句,程公许,宋,一笑升沉休问天赞房赢得日高眠五湖浪透门前港何不乘风稳放船,4,implicit positive（隐性正面）,positive,positive,True,True
严君平卜台,陆游,宋,先生久已蜕氛埃道上犹传旧卜台乞得寒泉濯肝肺真成万里不虚来,4,implicit positive（隐性正面）,positive,positive,True,True
重阳吟五首,方回,宋,此身生死国兴亡摇落年年本是常无奈潘郎解悽怨满城风雨近重阳,1,negative（显性负面）,negative,neutral,False,False
午憩二首,杨万里,宋,嫩绿桐阴夹道遮烂红野果压枝斜日烘细草香无价况有三枝两朶花,4,implicit positive（隐性正面）,positive,positive,True,True
郑丞相生日口号十首,刘克庄,宋,不用占蓍更讯龟功成尚有赤松期由来寿与仁相贯季主君平未必知,2,implicit negative（隐性负面）,negative,positive,False,True
圣母皇太后万寿诗,清世祖福临,淸,紫禁春明淑景饶寿筵高敞奏箫韶日升瑞气开黄道云拥祥光映碧霄,4,implicit positive（隐性正面）,positive,positive,True,True
谢任先生寄寿烛一绝,张弼,明,霞城画烛大于椽远寄云间庆寿筵自笑无缘照歌舞夜窓频剪读遗编,2,implicit negative（隐性负面）,negative,positive,False,True
秋雨叹十解,杨万里,宋,不是檐声不放眠只将愁思压衰年道他滴沥浑无頼不到侯门舞袖边,2,implicit negative（隐性负面）,negative,negative,True,True
乾荔支,苏辙,宋,含露迎风惜不尝故将赤日损容光红消白瘦香犹在想见当年十八娘,2,implicit negative（隐性负面）,negative,positive,False,True
北行第九十二,文天祥,宋,浮云连海岱寒芜际碣石落景惜登临人烟渺萧瑟,2,implicit negative（隐性负面）,negative,neutral,False,True
寄李道人,王安石,宋,李生富汉亦贫儿人不知渠只我知跳过六轮中耍峭养成三界外愚痴,2,implicit negative（隐性负面）,negative,neutral,False,True
春近四绝句,黄庭坚,宋,梅英欲尽香无頼草色才苏绿未匀苦竹空将岁寒节又随官柳到青春,4,implicit positive（隐性正面）,positive,positive,True,True
鄞县西亭,王安石,宋,收功无路去无田窃食穷城度两年更作世间儿女态乱栽花竹养风烟,2,implicit negative（隐性负面）,negative,neutral,False,True
夜行过一大姓家值其乐饮戏作,陆游,宋,村豪聚饮自相欢灯火歌呼闹夜阑醉饱要胜饥欲死看渠也复面团团,3,neutral（中性）,neutral,positive,False,False
蛮中,张籍,唐,铜柱南边毒草春行人几日到金麟玉镮穿耳谁家女自抱琵琶迎海神,4,implicit positive（隐性正面）,positive,positive,True,True
失题,张本正,明,离却山门十八年双亲慈爱阿娇贤那堪归路西风急空染尘埃半世缘,2,implicit negative（隐性负面）,negative,positive,False,True
和王胜之三首,苏轼,宋,要知太守怜孤客不惜阳春和俚歌坐睡樽前呼不应为公雕琢损天和,3,neutral（中性）,neutral,negative,False,False
早春四首,陆游,宋,旧学樊迟稼新通泛胜书不成筹国论且复爱吾庐,3,neutral（中性）,neutral,neutral,True,False
宫词,张公庠,宋,三月韶妍赏牡丹更宜疏雨湿阑干隔帘催唤陪春设不道新妆粉未乾,4,implicit positive（隐性正面）,positive,positive,True,True
寄同年宗兄桐江府判去言五首,方回,宋,子陵滩上一诗翁七十四年双耳聋第一老穷吟第一一樽时与酹江风,4,implicit positive（隐性正面）,positive,neutral,False,True
绝句,陆游,宋,山遮水隔重重堠雨练风柔处处花一病半年能不死又将此恨醉天涯,2,implicit negative（隐性负面）,negative,positive,False,True
夜写家书,高启,明,月淡梧桐雨后天萧萧络纬夜灯前谁怜古寺空斋客独写家书犹未眠,2,implicit negative（隐性负面）,negative,negative,True,True
钱塘仙尉谢君咏物楼成寄题二韵,林逋,宋,仙人多在丽谯居况对西山爽气馀若向湖滨属佳句莫忘秋水落芙蕖,4,implicit positive（隐性正面）,positive,positive,True,True
春申君,杜牧,唐,烈士思酬国士恩春申谁与快冤魂三千宾客总珠履欲使何人杀李园,4,implicit positive（隐性正面）,positive,positive,True,True
九日,宋祁,宋,长爱鸭陂头平波澹不流相君时独汎准拟五湖舟,4,implicit positive（隐性正面）,positive,positive,True,True
别辋川别业,王维,唐,依迟动车马惆怅出松萝忍别青山去其如绿水何,2,implicit negative（隐性负面）,negative,neutral,False,True
与赵将军,白玉蟾,宋,醉头一月不曾梳共整扁舟又太湖昔日舞雩多一唯他人陋巷只如愚,2,implicit negative（隐性负面）,negative,positive,False,True
白牡丹,白居易,唐,白花冷澹无人爱亦占芳名道牡丹应似东宫白赞善被人还唤作朝官,4,implicit positive（隐性正面）,positive,positive,True,True
春晚行乐,白玉蟾,宋,一点春山一点愁一丝暮雨一声鸠病中况更缘诗苦夜去可堪无酒休,1,negative（显性负面）,negative,positive,False,False
感怀,沈炼,明,割生献馘古来无解道功成万骨枯白草黄沙风雨夜冤魂多少觅头颅,2,implicit negative（隐性负面）,negative,negative,True,True
春日到小园,陈宓,宋,东郊无地不苍苍日气融和自有香最是游人行乐处不寒不暖昼偏长,5,positive（显性正面）,positive,positive,True,False
光宣杂咏,冒效鲁,近现代,瘿庵狂者蛰庵狷二妙才华冠粤东墓碣明心吴祭酒刀绳祈死蒋山佣,1,negative（显性负面）,negative,positive,False,False
和高冲霄二首,耶律楚材,元,翠华南渡济苍生垂老将观德化成昨夜行宫传好语秦川草木也欣荣,5,positive（显性正面）,positive,positive,True,False
甘棠道中,陈与义,宋,笋舆碍石一悠然正月微风意已便桃花向来浑不数山中时见绝堪怜,4,implicit positive（隐性正面）,positive,positive,True,True
红梅十九首,王冕,明,玉妃步月影毵毵燕罢瑶池酒正酣半夜不知香露冷春风吹梦过江南,2,implicit negative（隐性负面）,negative,positive,False,True
断桥西人家三首,方回,宋,望极苏堤欲尽头丛篁老柳水天秋船中遥看家家好却恐君来住亦愁,2,implicit negative（隐性负面）,negative,positive,False,True
重午四咏守宫艾虎百索辟兵符,张羽,明,作伪欲成真狞狰门上挂若教鬼有灵看来应未怕,2,implicit negative（隐性负面）,negative,positive,False,True
和江邻几学士桃花,欧阳修,宋,草上红多枝上稀芳条绿萼忆来时见桃著子始归后谁道仙花开落迟,4,implicit positive（隐性正面）,positive,positive,True,True
过台城,李龏,宋,云惨烟愁苑路斜马嘶残日没残霞绕篱野菜飞黄蝶宫殿馀基长草花,1,negative（显性负面）,negative,neutral,False,False
苔钱,郑谷,唐,春红秋紫绕池台个个圆如济世财雨后无端满穷巷买花不得买愁来,2,implicit negative（隐性负面）,negative,neutral,False,True
示李叔时二首,王安石,宋,知子鸣弦意在山一官聊复戏人间能为白下东南尉藜杖缁巾得往还,4,implicit positive（隐性正面）,positive,neutral,False,True
军行曲,屈大均,明,暗传军号自嫖姚壮士衔刀惨不骄大炮一声灯火灭偷营欲渡府江潮,2,implicit negative（隐性负面）,negative,neutral,False,True
舟中读元九诗,白居易,唐,把君诗卷灯前读诗尽灯残天未明眼痛灭灯犹闇坐逆风吹浪打船声,4,implicit positive（隐性正面）,positive,negative,False,True
寄远人,杜牧,唐,终日求人卜回回道好音那时离别后入梦到如今,2,implicit negative（隐性负面）,negative,negative,True,True
梁园春五首,元好问,元,双凤箫声隔綵霞宫莺催赏玉溪花谁怜丽泽门边柳瘦倚东风望翠华,3,neutral（中性）,neutral,positive,False,False
酴醿花,方回,宋,未用炉薰燃笃耨何须粉面佐娉婷通宵痛饮此花下露滴杯中酒更醒,5,positive（显性正面）,positive,positive,True,False
元夕四首,范成大,宋,药炉汤鼎煮孤灯禅版蒲团老病僧儿女强修元夕供玉蛾先避雪鬅鬙,2,implicit negative（隐性负面）,negative,neutral,False,True
游武夷作棹歌呈晦翁十首,辛弃疾,宋,山中有客帝王师日日吟诗坐钓矶费尽烟霞供不足几时西伯载将归,3,neutral（中性）,neutral,negative,False,False
榴花,欧阳修,宋,絮乱丝繁不自持蜂黄蝶紫燕参差榴花最恨来时晚惆怅春期独后期,2,implicit negative（隐性负面）,negative,negative,True,True
一壶歌五首,陆游,宋,先生醉后即高歌千古英雄奈我何花底一壶天所破不曾饮尽不曾多,5,positive（显性正面）,positive,positive,True,False
赠某弁新婚,屈大均,明,髯美偏宜红袖拂身轻要共紫骝驰早随公主持犀杖莫使将军恋玉姿,4,implicit positive（隐性正面）,positive,positive,True,True
和王主簿,陈宓,宋,朅来十日佳眠食为爱溪山似客清我亦本无三宿恋中年可奈故人情,4,implicit positive（隐性正面）,positive,positive,True,True
松菊堂读史五首,晁补之,宋,当年伏地全杨李公亦何知爱恶间千古论心许公近百年归意与谁闲,3,neutral（中性）,neutral,positive,False,False
春雨中偶成四首,张耒,宋,春阴只与睡相宜卧听鸣禽语复飞一缕断香浮不散何人深院昼熏衣,4,implicit positive（隐性正面）,positive,positive,True,True
萱草图,唐寅,明,北堂草树发新枝堂上莱衣献寿卮愿祝一花添一岁年年长庆赏花时,5,positive（显性正面）,positive,positive,True,False
和李敷察推即席感旧二首,范纯仁,宋,一榜登科二十年江城偶得共盘筵郑公雅喜中都职梅福曾由邑吏仙,4,implicit positive（隐性正面）,positive,positive,True,True
题王起宗小横披水墨作工密势,方回,宋,秋光一片冷于冰山寺云深隠几僧画出江村太平意渔樵无事岁丰登,4,implicit positive（隐性正面）,positive,positive,True,True
灯词四首,姜夔,宋,南陌东城尽舞儿画金刺绣满罗衣也知爱惜春逰夜舞落银蟾不肯归,4,implicit positive（隐性正面）,positive,positive,True,True
次韵景仁正月十二日访吴缜寺丞二绝,苏辙,宋,浊醪时饮十分杯万象溟濛晓气皑醉倒篮舆夜归去金吾宁复识谁哉,3,neutral（中性）,neutral,negative,False,False
鄜延凯歌,沈括,宋,马尾胡琴随汉车曲声犹自怨单于弯弓莫射云中雁归雁如今不寄书,1,negative（显性负面）,negative,negative,True,False
乙卯端午十绝,刘克庄,宋,客屦自来去山翁病不知座无曲道士门有艾天师,2,implicit negative（隐性负面）,negative,negative,True,True
贫甚戏作绝句八首,陆游,宋,灶突无烟甑有尘颓垣破屋越溪滨老鳏狂怪谁嗔责日日行歌独卖薪,2,implicit negative（隐性负面）,negative,negative,True,True
奉和御制中和节,刘筠,宋,载阳临仲序初吉协嘉名国授民时正天资植物荣,4,implicit positive（隐性正面）,positive,positive,True,True
夫人阁四首,苏轼,宋,綵胜镂新语酥盘滴小诗升平多乐事应许外庭知,4,implicit positive（隐性正面）,positive,positive,True,True
雷岩诗,苏轼,宋,空岩发灵籁彷佛如风雷只疑函宝剑天遣六丁开,3,neutral（中性）,neutral,positive,False,False
和家君韵寄舅氏,张孝祥,宋,夷齐之清格鄙顽孳孳盗跖何曾闲空斋风定香缕直但有书册犹相关,3,neutral（中性）,neutral,positive,False,False
示子孙,陆游,宋,茆屋惟须补漏穿家人衣食亦随缘岂容一事相关白已过传家十二年,4,implicit positive（隐性正面）,positive,neutral,False,True
送延平张生归南溪,刘克庄,宋,问讯南溪水韩张泛几回侍郎何处在司业有孙来,3,neutral（中性）,neutral,negative,False,False
次韵钱德循鹿苑滩舣舟有作,黄庭坚,宋,鹿苑滩头秋月明使君辍棹爱江清尘埃一段思归路已听荆州渔鼓鸣,3,neutral（中性）,neutral,positive,False,False
醉中绝句二首,陆游,宋,有山有水登临地无病无愁啸傲身世念秋毫除未尽曲生应恨白头新,2,implicit negative（隐性负面）,negative,neutral,False,True
避乱,司空图,唐,离乱身偶在窜迹任浮沈虎暴荒居迥萤孤黑夜深,1,negative（显性负面）,negative,negative,True,False
子规,顾况,唐,杜宇冤亡积有时年年啼血动人悲若教恨魄皆能化何树何山着子规,2,implicit negative（隐性负面）,negative,neutral,False,True
三乡杂诗二首,元好问,元,尖新秋意晚晴中六尺笻枝满袖风草合断桥通暗绿竹摇残照漏疏红,4,implicit positive（隐性正面）,positive,positive,True,True
再酬富公一绝,文彦博,宋,洛下衣冠今最盛当年尚齿礼容优惟公福寿并勋德合是人间第一流,5,positive（显性正面）,positive,positive,True,False
夺锦轩,陆游,宋,夺锦轩中醉倚栏锦屏紫翠插云端平生不喜言争夺付与游人自在看,4,implicit positive（隐性正面）,positive,positive,True,True
东七寺,方信孺,宋,慈度天王更觉华苍龙东角梵王家普慈化乐成尘土兴圣犹兼觉性誇,4,implicit positive（隐性正面）,positive,positive,True,True
遣怀,杜牧,唐,落魄江南载酒行楚腰肠断掌中轻十年一觉扬州梦赢得青楼薄倖名,1,negative（显性负面）,negative,negative,True,False
催妆诗,成郎中,宋,一床两好世间无好女如何得好夫高捲朱帘明点烛试教菩萨看麻胡,3,neutral（中性）,neutral,positive,False,False
戏书吴江三贤画像三首,苏轼,宋,浮世功劳食与眠季鹰真得水中仙不须更说知机早直为鲈鱼也自贤,4,implicit positive（隐性正面）,positive,positive,True,True
云际院小池荷花才落一叶急承之,杨万里,宋,欲落荷花先自愁如何落后免沉浮谁将碧玉圆盘子和蕊和花一一收,3,neutral（中性）,neutral,positive,False,False
光华寺,秦观,宋,霞通海天曙月来东山白共是凭栏人谁足当秋色,4,implicit positive（隐性正面）,positive,positive,True,True
古意三首,张耒,宋,金铺银屈膝动处有人挨棋盘作十字中心为子来,3,neutral（中性）,neutral,neutral,True,False
延平得雪,陈宓,宋,凌晨讼牒如山积呵手移时为破除幸有清溪明似镜忍休偷眼雪晴馀,4,implicit positive（隐性正面）,positive,positive,True,True
题海陵寓舍二首,贺铸,宋,池上雪初消春鸦已占巢自怜流寓迹无地可诛茅,2,implicit negative（隐性负面）,negative,negative,True,True
沟上梅花欲发,王安石,宋,亭亭背暖临沟处脉脉含芳映雪时莫恨夜来无伴侣月明还见影参差,4,implicit positive（隐性正面）,positive,positive,True,True
春日即事,胡居仁,明,不是区区功与利亦非窈窈与冥冥荒源也有沂泉乐茂对春和看物生,4,implicit positive（隐性正面）,positive,positive,True,True
简同志,温庭筠,唐,开济由来变盛衰五车才得号镃基留侯功业何容易一卷兵书作帝师,3,neutral（中性）,neutral,positive,False,False
次韵任道食荔支有感三首,黄庭坚,宋,今年荔子熟南风莫愁留滞太史公五月照江鸭头绿六月连山柘枝红,4,implicit positive（隐性正面）,positive,positive,True,True
塞上曲四首,陆游,宋,老矣犹思万里行翩然上马始身轻玉关去路心如铁把酒何妨听渭城,4,implicit positive（隐性正面）,positive,positive,True,True
赠庾十二朱版,李商隐,唐,固漆投胶不可开赠君珍重抵琼瑰君王晓坐金銮殿只待相如草诏来,4,implicit positive（隐性正面）,positive,positive,True,True
文王庙,范成大,宋,堂堂十乱欲兴周肯使君王死作囚巧笑入宫天亦笑可怜元不费深谋,2,implicit negative（隐性负面）,negative,positive,False,True
